378,adore,130
379,adorn,224
380,adovada,120
381,adult,632
382,advance,356
383,advantage,306
384,adventure,203
385,adventurous,269
386,advertise,643
387,advertisement,173
388,advice,374
389,advise,364
390,advocate,101
391,aesthetic,220
392,aesthetically,127
393,affair,194
394,affect,281
395,afford,169
396,affordable,1068
397,aficionado,189
398,aforementioned,224
399,afraid,308
400,african,194
401,afterall,101
402,afternoon,1303
403,aftertaste,267
404,afterthought,149
405,afterward,226
406,afterwards,312
407,agave,101
408,age,609
409,agedashi,125
410,aggressive,146
411,agnolotti,191
412,ago,2285
413,agreable,193
414,agree,1235
415,agua,178
416,ah,321
417,ahead,1077
418,ahem,103
419,ahh,115
420,ahhh,110
421,ahi,662
422,ahwatukee,221
423,ai,152
424,aid,141
425,aiellos,105
426,aim,259
427,aime,195
428,aint,203
429,aioli,651
430,air,578
431,airline,100
432,airplane,107
433,airport,971
434,airy,274
435,aisle,135
436,aj,139
437,aji,130
438,ajo,180
439,aka,249
440,akin,117
441,akor,234
442,al,1265
443,ala,279
444,aladdin,112
445,alarm,148
446,alaska,159
447,alaskan,214
448,albacore,474
449,albeit,192
450,albondigas,110
451,album,148
452,alchemy,171
453,alcohol,807
454,alcoholic,231
455,ale,422
456,alert,277
457,alex,177
458,alexander,190
459,alfredo,304
460,aliante,105
461,alice,109
462,alien,184
463,alike,271
464,alive,107
465,alize,193
466,alla,116
467,alle,211
468,allee,110
469,allem,190
470,allen,141
471,aller,187
472,allerdings,116
473,allergic,169
474,allergy,472
475,alles,290
476,alley,193
477,allgemein,136
478,alligator,116
479,allinall,137
480,allow,1263
481,alltime,122
482,allure,100
483,allyoucaneat,320
484,alma,120
485,almond,625
486,almost,5214
487,aloha,186
488,alone,1293
489,along,2433
490,alongside,166
491,aloo,113
492,aloof,110
493,alors,211
494,alot,239
495,already,3348
496,alright,831
497,also,28873
498,alter,144
499,alternate,137
500,alternative,466
501,although,3767
502,altogether,246
503,alway,110
504,always,12816
505,amaebi,142
506,amanda,159
507,amaretto,113
508,amateur,184
509,amaze,20492
510,amazeballs,179
511,amazingly,491
512,amber,137
513,ambiance,3290
514,ambience,1245
515,ambient,106
516,ambiente,226
517,amelies,430
518,america,179
519,american,1386
520,americanize,190
521,americano,193
522,ami,120
523,amidst,123
524,amigo,171
525,amis,149
526,among,433
527,amongst,199
528,amore,136
529,amount,4111
530,ample,392
531,amuse,117
532,amusebouche,119
533,amy,164
534,an,118
535,ancho,207
536,anchor,145
537,anchovy,117
538,andere,113
539,anderen,192
540,andor,289
541,andouille,126
542,andreas,131
543,andres,115
544,andrew,152
545,andy,129
546,andys,179
547,angel,152
548,angeles,172
549,anglaise,111
550,angle,120
551,angry,444
552,angus,211
553,animal,195
554,anime,371
555,anise,106
556,ann,118
557,anna,135
558,annie,118
559,anniversary,428
560,announce,185
561,annoy,964
562,annoyance,168
563,annual,141
564,another,10227
565,answer,1265
566,ant,104
567,anthem,186
568,anthony,435
569,anticipate,271
570,anticipation,198
571,antipasti,119
572,antipasto,129
573,antique,151
574,anxious,101
575,anybody,174
576,anyhow,114
577,anymore,635
578,anyone,2677
579,anyones,154
580,anything,5786
581,anytime,486
582,anyway,1535
583,anyways,674
584,anywhere,1261
585,anywho,136
586,aok,146
587,aoli,107
588,apache,146
589,apart,788
590,apartment,108
591,apologetic,339
592,apologize,1309
593,apology,480
594,app,844
595,appal,225
596,apparent,129
597,apparently,1111
598,appeal,649
599,appear,1206
600,appearance,217
601,appease,103
602,appetit,117
603,appetite,492
604,appetizer,6902
605,appetizing,244
606,applaud,113
607,apple,1345
608,applebees,127
609,applewood,175
610,apply,163
611,appoint,118
612,appointment,200
613,appreciate,1857
614,appreciation,178
615,appreciative,119
616,apprehensive,132
617,approach,510
618,approachable,122
619,appropriate,280
620,appropriately,334
621,approval,130
622,approve,230
623,approx,152
624,approximately,134
625,apps,776
626,apres,216
627,apricot,104
628,april,133
629,aquaknox,151
630,aquarium,137
631,arancini,112
632,arbys,126
633,arcade,379
634,arcadia,133
635,archies,119
636,archis,178
637,architecture,177
638,area,9389
639,arena,137
640,arent,1579
641,arepa,703
642,arepas,956
643,arguably,121
644,argue,325
645,argument,143
646,aria,109
647,arizona,917
648,arm,195
649,army,108
650,arnold,158
651,aroma,194
652,aromatic,163
653,around,10444
654,arrange,134
655,arrangement,115
656,array,209
657,arriba,109
658,arribas,103
659,arrival,317
660,arrive,5267
661,arrogant,428
662,arrowhead,173
663,arroz,145
664,art,659
665,artery,127
666,artfully,121
667,artichoke,550
668,article,233
669,artificial,120
670,artisan,120
671,artist,155
672,artistic,118
673,artsy,109
674,artwork,118
675,arugula,470
676,as,445
677,asada,1866
678,asado,112
679,asahi,101
680,asap,152
681,ashamed,229
682,asheville,104
683,ashley,215
684,asia,103
685,asiago,156
686,asian,2281
687,aside,718
688,ask,18544
689,asleep,121
690,asparagus,585
691,aspect,278
692,ass,117
693,assemble,223
694,assembly,189
695,assez,346
696,asshole,125
697,assiette,126
698,assiettes,110
699,assign,217
700,assist,164
701,assistance,141
702,assistant,131
703,associate,145
704,assort,126
705,assortment,338
706,assume,895
707,assumption,101
708,assure,329
709,astonish,115
710,astound,148
711,asu,209
712,athens,171
713,atl,175
714,atlanta,121
715,atlantic,104
716,atleast,205
717,atm,193
718,atmosphare,102
719,atmosphere,10450
720,atomic,177
721,atop,174
722,atrium,178
723,atrocious,192
724,attach,255
725,attack,153
726,attempt,660
727,attend,458
728,attendant,206
729,attention,1711
730,attentive,5451
731,attentiveness,177
732,attest,142
733,attire,213
734,attitude,1142
735,attract,137
736,attraction,235
737,attractive,237
738,attribute,137
739,au,782
740,aubergine,180
741,auch,242
742,audience,119
743,auf,156
744,aufmerksam,148
745,august,269
746,aunt,128
747,aureole,288
748,aussi,138
749,austin,137
750,australian,160
751,auswahl,103
752,authentic,3471
753,authentically,112
754,authenticity,128
755,automatic,154
756,automatically,120
757,autre,151
758,autres,182
759,aux,121
760,avacado,193
761,avail,106
762,availability,166
763,available,2426
764,avait,247
765,avant,171
766,ave,318
767,avec,393
768,avenue,133
769,average,3259
770,avg,102
771,avid,188
772,avocado,2102
773,avoid,981
774,avoir,204
775,avon,119
776,await,123
777,awake,116
778,award,201
779,aware,365
780,away,6482
781,awe,163
782,awesome,12236
783,awesomely,111
784,awesomeness,266
785,awful,1335
786,awfully,123
787,awhile,734
788,awkward,607
789,awkwardly,234
790,awsome,146
791,ayce,898
792,az,853
793,az88,207
794,azteca,139
795,b,579
796,ba,141
797,baba,141
798,babbo,105
799,babe,117
800,baby,1171
801,babycakes,161
802,babystacks,244
803,bacchanal,1583
804,bacchus,136
805,bachelor,114
806,bachelorette,231
807,bachi,233
808,back,42740
809,background,404
810,backwards,106
811,backyard,115
812,bacon,6431
813,baconwrapped,176
814,bad,10175
815,badger,143
816,badly,164
817,baffle,137
818,bag,1571
819,bagel,449
820,baguette,323
821,bahama,187
822,bahn,125
823,bailey,107
824,baiz,106
825,baja,199
826,bake,2214
827,baker,163
828,bakery,601
829,baklava,364
830,balance,1254
831,balcony,242
832,bald,110
833,ball,1216
834,ballantyne,343
835,balloon,118
836,ballroom,128
837,ballys,128
838,balsamic,402
839,bam,189
840,bamboo,131
841,ban,124
842,banana,1444
843,banchan,161
844,band,593
845,bandera,227
846,bandido,256
847,bang,501
848,banger,124
849,bangkok,163
850,banh,415
851,bank,263
852,banner,141
853,banquet,145
854,banquise,345
855,banter,118
856,banzo,139
857,bao,268
858,baos,202
859,bar,16691
860,barbacoa,202
861,barbara,103
862,barbecue,569
863,barbeque,150
864,barbie,113
865,barcelona,132
866,bardot,125
867,bare,158
868,barely,1325
869,bargain,179
870,barista,100
871,baristas,216
872,bark,160
873,barley,101
874,barlounge,129
875,barn,115
876,barrel,121
877,barrestaurant,169
878,barrier,218
879,barrio,185
880,barros,200
881,barrymore,420
882,bartender,4426
883,bartolotta,174
884,base,2808
885,baseball,102
886,baseline,120
887,basement,210
888,bash,104
889,basic,1124
890,basically,1663
891,basil,1121
892,basis,255
893,bask,104
894,basket,615
895,basketball,207
896,basmati,179
897,bass,399
898,bastard,154
899,bat,114
900,batali,396
901,batalis,167
902,batch,193
903,bath,217
904,bathroom,991
905,batter,977
906,battistas,170
907,battle,220
908,bavarian,151
909,bay,578
910,bayside,124
911,bazaar,195
912,bb,155
913,bbq,6185
914,bc,481
915,bday,138
916,beach,199
917,beam,135
918,bean,5228
919,bear,466
920,beard,117
921,bearnaise,114
922,beast,175
923,beat,1353
924,beatles,118
925,beau,252
926,beaucoup,304
927,beautiful,2800
928,beautifully,607
929,beauty,100
930,beaver,173
931,bechamel,167
932,beckett,397
933,become,1784
934,becuase,101
935,bed,357
936,bedienung,264
937,bedienungen,115
938,bee,104
939,beef,8974
940,beefy,153
941,beer,12928
942,beet,723
943,beforehand,252
944,beg,159
945,begin,1457
946,behave,127
947,behavior,100
948,behind,2281
949,behold,278
950,bei,417
951,beignet,165
952,beijing,139
953,beim,119
954,bekommt,119
955,belgian,136
956,belgium,202
957,belief,174
958,believe,2547
959,believer,173
960,bell,594
961,bella,136
962,bellagio,267
963,bellagios,368
964,belle,151
965,bellini,191
966,belly,2485
967,belong,133
968,beloved,178
969,belt,200
970,ben,343
971,bench,201
972,bend,212
973,bene,115
974,beneath,106
975,benedict,926
976,benefit,323
977,benihana,200
978,benjamin,104
979,benny,191
980,bento,385
981,beppo,155
982,bernaise,193
983,bernard,105
984,berry,490
985,berthas,189
986,bertos,109
987,beside,129
988,besides,771
989,beso,164
990,besonders,114
991,besser,139
992,best,22466
993,bestellt,160
994,bestellung,104
995,besuch,188
996,bet,397
997,betos,183
998,better,15938
999,beurre,110
1000,beverage,904
1001,beverly,118
1002,beware,309
1003,beyond,1386
1004,bf,695
1005,bfast,105
1006,bff,103
1007,bfg,237
1008,bfs,193
1009,bi,189
1010,biaggio,217
1011,biaggios,185
1012,bialy,136
1013,bianca,156
1014,bianco,404
1015,biancos,188
1016,biancoverde,150
1017,bias,154
1018,bib,118
1019,bibimbap,175
1020,bicycle,125
1021,bien,297
1022,bier,111
1023,biere,153
1024,bieres,107
1025,biergarten,214
1026,biersch,135
1027,biet,106
1028,big,8630
1029,bigger,1080
1030,biggest,596
1031,biggie,122
1032,bike,208
1033,biker,142
1034,bikini,105
1035,bill,3192
1036,billionaire,119
1037,billy,117
1038,biltmore,178
1039,bim,118
1040,bin,271
1041,bind,116
1042,binge,103
1043,bingo,105
1044,binions,125
1045,bink,102
1046,binkleys,281
1047,binks,109
1048,bird,215
1049,birthday,2170
1050,biryani,292
1051,biscotti,190
1052,biscuit,1598
1053,bisher,107
1054,bison,214
1055,bisque,367
1056,bistro,608
1057,bitch,268
1058,bite,17929
1059,bitter,466
1060,bitterness,156
1061,biz,133
1062,bizarre,128
1063,bjs,182
1064,bk,140
1065,black,2574
1066,blackberry,178
1067,blackboard,128
1068,blacken,230
1069,blackjack,249
1070,blah,335
1071,blame,296
1072,blanc,244
1073,blanco,202
1074,bland,3393
1075,blank,160
1076,blanket,140
1077,blare,194
1078,blast,382
1079,blaze,108
1080,bld,169
1081,blech,115
1082,bleed,109
1083,bleh,197
1084,blend,863
1085,blender,125
1086,bless,122
1087,bleu,298
1088,blind,196
1089,blink,169
1090,blintz,118
1091,bliss,235
1092,blizzard,146
1093,bloat,142
1094,blob,104
1095,block,615
1096,blog,157
1097,blond,114
1098,blonde,229
1099,blondies,104
1100,blood,287
1101,bloody,1069
1102,bloom,117
1103,bloomfield,193
1104,blossom,303
1105,blow,1455
1106,blt,543
1107,blu,202
1108,blue,1397
1109,blueberry,675
1110,bluephies,126
1111,blunt,102
1112,blvd,228
1113,bo,189
1114,boa,261
1115,boar,200
1116,board,1098
1117,boast,113
1118,boat,188
1119,bob,109
1120,boba,581
1121,bobbie,102
1122,bobby,377
1123,boca,154
1124,bocca,312
1125,body,260
1126,boeuf,191
1127,bogo,236
1128,boil,807
1129,bojangles,129
1130,bok,105
1131,bold,217
1132,bologna,115
1133,bolognese,168
1134,bomb,1323
1135,bombay,111
1136,bombcom,150
1137,bomber,156
1138,bomberos,107
1139,bon,397
1140,bond,124
1141,bone,1291
1142,bonefish,147
1143,bonein,331
1144,boneless,227
1145,bonne,178
1146,bonnes,130
1147,bons,223
1148,bonus,585
1149,boo,328
1150,boob,107
1151,book,1180
1152,bookmark,163
1153,bookmarked,103
1154,boom,139
1155,boost,150
1156,boot,202
1157,booth,1728
1158,bootlegger,123
1159,booty,120
1160,booze,184
1161,boozy,108
1162,bordeaux,107
1163,bordelaise,183
1164,border,237
1165,borderline,239
1166,bore,700
1167,bos,195
1168,bosa,274
1169,bosnian,135
1170,boston,370
1171,botero,251
1172,bother,1113
1173,bottle,2252
1174,bottom,1191
1175,bottomless,317
1176,bouche,245
1177,bouchon,2246
1178,bouchons,135
1179,boudin,109
1180,bouffe,237
1181,bouillabaisse,233
1182,boulder,194
1183,boulevard,132
1184,boulud,105
1185,bounce,146
1186,bouncer,102
1187,bourbon,592
1188,bourdain,104
1189,bout,176
1190,boutique,137
1191,bow,125
1192,bowl,6318
1193,box,1800
1194,boy,1521
1195,boyfriend,3113
1196,brad,132
1197,braddahs,162
1198,bradley,133
1199,brag,106
1200,brain,111
1201,brainer,121
1202,braise,623
1203,branch,132
1204,brand,755
1205,brandon,109
1206,brandy,119
1207,branzino,103
1208,brasil,130
1209,brasserie,187
1210,brat,123
1211,bratwurst,177
1212,bravas,143
1213,brave,251
1214,bravo,218
1215,brazil,242
1216,brazilian,168
1217,bread,9816
1218,breadcrumb,158
1219,breadfruit,196
1220,breadstick,113
1221,bready,110
1222,break,1716
1223,breakdown,142
1224,breaker,163
1225,breakfast,8281
1226,breakfastbrunch,239
1227,breakfastlunch,163
1228,breast,667
1229,breath,234
1230,breathe,196
1231,breathtaking,105
1232,breed,100
1233,breeze,332
1234,bref,152
1235,brew,1176
1236,brewer,130
1237,brewery,517
1238,brgr,294
1239,brian,124
1240,brick,319
1241,bride,113
1242,bridge,194
1243,brie,304
1244,brief,124
1245,briefly,146
1246,bright,994
1247,brighter,107
1248,brightly,153
1249,brilliant,164
1250,brim,193
1251,brine,161
1252,bring,10327
1253,briny,111
1254,brio,224
1255,brioche,336
1256,brisket,3252
1257,british,327
1258,brittle,119
1259,brixx,146
1260,bro,162
1261,broad,219
1262,broadway,143
1263,broasted,134
1264,broccoli,791
1265,broccolini,111
1266,broil,173
1267,broker,139
1268,bronze,193
1269,brooklyn,316
1270,bros,140
1271,broth,2785
1272,brother,609
1273,brown,1957
1274,brownie,593
1275,browse,304
1276,bruchetta,126
1277,brueggers,127
1278,bruges,123
1279,brugge,192
1280,brule,135
1281,brulee,347
1282,brunch,3017
1283,bruntsfield,112
1284,bruschetta,478
1285,brush,258
1286,brussel,501
1287,brussels,440
1288,brutta,113
1289,bryan,249
1290,btw,396
1291,bubba,143
1292,bubble,295
1293,bubbly,101
1294,buca,128
1295,bucco,112
1296,buck,1496
1297,bucket,250
1298,buckeye,135
1299,buckwheat,160
1300,buco,133
1301,bud,683
1302,buddha,129
1303,buddy,465
1304,budget,268
1305,bueno,273
1306,buffalo,1056
1307,buffet,2735
1308,buffett,140
1309,bug,241
1310,build,2086
1311,buildyourown,106
1312,bula,168
1313,buldogis,178
1314,bulgarian,105
1315,bulgogi,278
1316,bulk,165
1317,bull,157
1318,bullet,103
1319,bullshit,116
1320,bum,273
1321,bummer,307
1322,bump,241
1323,bun,3744
1324,bunch,1155
1325,bungalow,130
1326,bunkys,104
1327,bunny,131
1328,buon,101
1329,burgatory,141
1330,burger,23600
1331,burgh,306
1332,burgr,1090
1333,burgundy,132
1334,burgushi,139
1335,burn,1826
1336,burrata,269
1337,burrito,4238
1338,burro,108
1339,burst,233
1340,bury,128
1341,bus,303
1342,busboy,257
1343,busier,165
1344,busiest,143
1345,business,4644
1346,buss,206
1347,busser,159
1348,bussers,141
1349,bust,100
1350,buster,149
1351,bustle,123
1352,busy,6044
1353,butcher,197
1354,butt,190
1355,butter,3044
1356,butterfield,156
1357,butterfish,108
1358,buttermilk,253
1359,butternut,178
1360,butterscotch,122
1361,buttery,576
1362,button,322
1363,buy,2088
1364,buyer,105
1365,buzz,287
1366,buzzer,123
1367,bww,121
1368,bye,220
1369,byob,221
1370,byow,102
1371,bypass,319
1372,c,262
1373,ca,480
1374,cab,162
1375,cabana,122
1376,cabbage,692
1377,cabernet,184
1378,cabeza,172
1379,cabo,146
1380,cactus,114
1381,cadillac,115
1382,caesar,1061
1383,cafe,2551
1384,cafeteria,228
1385,caffe,104
1386,caffeine,165
1387,cage,120
1388,cajun,925
1389,cake,3319
1390,cal,282
1391,calamari,1498
1392,calendar,102
1393,cali,286
1394,caliber,241
1395,caliente,100
1396,california,1045
1397,californian,102
1398,calimari,108
1399,call,6303
1400,calm,208
1401,calorie,415
1402,calzone,258
1403,calzones,164
1404,camarones,135
1405,cambodian,262
1406,camelback,107
1407,camera,171
1408,camp,148
1409,camper,204
1410,campus,200
1411,can,456
1412,canada,229
1413,canadian,395
1414,canal,167
1415,canaletto,121
1416,canard,131
1417,cancel,318
1418,candle,185
1419,candy,549
1420,cane,319
1421,cannelloni,121
1422,cannoli,136
1423,cannolis,216
1424,cannonball,121
1425,cannot,1415
1426,cant,10918
1427,cantaloupe,119
1428,canteen,180
1429,canter,139
1430,cantina,158
1431,cantonese,196
1432,canyon,130
1433,cap,146
1434,capable,159
1435,capacity,107
1436,capastrami,203
1437,caper,184
1438,capital,197
1439,capitol,149
1440,capo,238
1441,cappuccino,241
1442,caprese,368
1443,capriottis,299
1444,captain,192
1445,capture,158
1446,car,1036
1447,carafe,325
1448,caramel,727
1449,caramelize,367
1450,carb,135
1451,carbonara,245
1452,carbs,143
1453,card,1867
1454,cardboard,161
1455,cardinal,111
1456,care,4362
1457,career,116
1458,carefree,115
1459,careful,335
1460,carefully,141
1461,careless,104
1462,caribbean,189
1463,carlitos,188
1464,carlo,118
1465,carlos,436
1466,carls,198
1467,carlsbad,163
1468,carlys,259
1469,carmel,220
1470,carmelized,217
1471,carmine,201
1472,carne,1889
1473,carnegie,422
1474,carnevino,544
1475,carnitas,798
1476,carnival,201
1477,carnivore,105
1478,carol,111
1479,carolina,263
1480,carpaccio,331
1481,carpet,180
1482,carrabbas,219
1483,carrot,1104
1484,carry,744
1485,carryout,262
1486,carson,338
1487,cart,397
1488,carte,404
1489,cartel,319
1490,cartoon,124
1491,carve,592
1492,casa,137
1493,casanova,127
1494,casbah,267
1495,case,1548
1496,casey,240
1497,caseys,166
1498,cash,799
1499,cashew,233
1500,cashier,1439
1501,casino,1022
1502,cask,106
1503,casserole,357
1504,cast,152
1505,castle,591
1506,casual,1821
1507,casually,134
1508,cat,242
1509,catch,1267
1510,category,167
1511,cater,646
1512,caterpillar,154
1513,catfish,507
1514,catherine,198
1515,cattle,116
1516,cauliflower,691
1517,cause,1186
1518,caution,252
1519,cave,163
1520,caveat,130
1521,caviar,274
1522,cayenne,110
1523,cc,175
1524,cd,128
1525,ce,403
1526,ceasar,237
1527,ceasars,100
1528,cease,104
1529,ceaser,122
1530,ceiling,403
1531,cela,121
1532,celebrate,610
1533,celebration,201
1534,celebratory,105
1535,celebrity,237
1536,celery,245
1537,celiac,136
1538,cell,130
1539,cellar,259
1540,cent,377
1541,centennial,121
1542,center,1270
1543,central,457
1544,centre,238
1545,centurion,100
1546,century,121
1547,cereal,141
1548,certain,616
1549,certainly,1593
1550,certificate,112
1551,certify,112
1552,cesar,133
1553,cest,370
1554,cet,127
1555,cetait,357
1556,cette,208
1557,ceux,109
1558,ceviche,745
1559,cf,131
1560,cha,172
1561,chada,118
1562,chai,256
1563,chain,1424
1564,chair,1186
1565,chalet,144
1566,chaleureux,117
1567,chalk,160
1568,chalkboard,130
1569,challah,129
1570,challenge,397
1571,champ,113
1572,champagne,293
1573,champaign,274
1574,champion,125
1575,championship,112
1576,chan,102
1577,chance,2302
1578,chandelier,112
1579,chandler,442
1580,chang,306
1581,change,4199
1582,channel,145
1583,chanterelle,210
1584,chantilly,113
1585,chao,184
1586,chaos,201
1587,chaotic,100
1588,chap,103
1589,chaque,136
1590,char,764
1591,character,179
1592,charbroiled,111
1593,charcoal,105
1594,charcuterie,239
1595,chard,100
1596,chardonnay,201
1597,charge,3332
1598,charity,133
1599,charles,115
1600,charleston,125
1601,charlie,101
1602,charlies,115
1603,charlotte,982
1604,charm,549
1605,chart,152
1606,chase,140
1607,chashu,223
1608,chasu,176
1609,chat,943
1610,chatty,191
1611,che,148
1612,cheap,2261
1613,cheaper,659
1614,cheapest,167
1615,cheat,181
1616,cheba,221
1617,check,10417
1618,checker,109
1619,checkin,192
1620,checkout,110
1621,cheddar,1074
1622,chee,154
1623,cheeburger,161
1624,cheek,146
1625,cheer,283
1626,cheerful,158
1627,cheery,198
1628,cheese,18223
1629,cheeseburger,774
1630,cheesecake,743
1631,cheesesteak,408
1632,cheesesteaks,227
1633,cheesey,101
1634,cheesy,751
1635,chef,5912
1636,chefowner,157
1637,chelsea,108
1638,chelseas,120
1639,chemical,162
1640,chen,103
1641,cher,222
1642,cherry,597
1643,chess,108
1644,chest,105
1645,chestnut,125
1646,chevre,103
1647,chevy,202
1648,chew,386
1649,chewy,1068
1650,chez,306
1651,chi,105
1652,chianti,109
1653,chic,307
1654,chicago,900
1655,chicagostyle,160
1656,chicharron,100
1657,chick,220
1658,chicken,29347
1659,chickfila,155
1660,chickpea,103
1661,chief,108
1662,chiladas,117
1663,chilaquiles,181
1664,child,849
1665,childhood,109
1666,childrens,192
1667,chile,708
1668,chilean,182
1669,chili,2490
1670,chilies,214
1671,chill,962
1672,chilli,223
1673,chilly,134
1674,chima,154
1675,chimi,184
1676,chimichanga,124
1677,chimichangas,124
1678,chimichurri,131
1679,chimis,103
1680,chin,333
1681,china,411
1682,chinatown,370
1683,chinese,2630
1684,chino,587
1685,chip,6797
1686,chipolte,115
1687,chipotle,1712
1688,chippy,124
1689,chirashi,133
1690,chit,141
1691,chive,140
1692,chix,225
1693,choc,118
1694,chock,125
1695,chocolat,226
1696,chocolate,3577
1697,chocolatey,142
1698,choice,5921
1699,choix,139
1700,choke,221
1701,cholesterol,111
1702,chomp,102
1703,chompies,189
1704,choose,4631
1705,chop,1746
1706,chopstick,148
1707,chorizo,847
1708,chorro,158
1709,chou,106
1710,chow,383
1711,chowder,535
1712,choy,115
1713,chris,312
1714,christian,104
1715,christina,143
1716,christmas,297
1717,christopher,296
1718,chuck,109
1719,chuckle,116
1720,chug,128
1721,chunk,836
1722,chunky,187
1723,church,162
1724,churn,206
